LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,DESIGN_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_PROG_TIME,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
3,4,0,5,11,35.44,6173.6,18,24,20,N
18,0,3,1,61,72.74,1923.81,33,12,90,N
0,0,0,1,6,17.51,24.32,8,10,8,N
3,0,0,6,159,114.66,9943.3,51,13,164,N
2,0,0,2,6,32.4,1627.22,15,22,10,N
14,0,5,3,31,49.1,760.04,26,14,52,N
10,0,0,6,68,78.91,1414.88,43,15,78,N
5,0,0,5,32,31.88,566.29,17,16,39,Y
5,0,0,1,16,38.04,323.63,16,11,24,N
1,0,0,2,4,10.8,3.75,3,5,7,N
2,1,0,1,13,18.5,242.63,11,13,21,N
9,0,5,4,38,24.03,1053.65,21,20,54,N
14,0,15,5,44,29.91,561.02,16,14,75,N
0,0,0,1,4,17.23,2.15,3,3,6,Y
4,0,0,3,16,38.34,354.14,19,14,22,N
3,0,7,2,14,24.53,63.01,10,8,26,Y
2,0,0,3,18,20.5,258.88,13,14,22,N
3,0,0,3,23,22.06,1129.29,17,24,28,Y
1,0,0,2,10,9.66,193.83,5,10,13,N
0,0,0,1,5,11.99,19.42,5,9,7,N
1,0,1,2,9,16.5,18.56,6,9,13,N
5,0,2,2,13,37.75,214.16,19,12,22,N
10,0,8,9,54,36.25,1243.22,26,19,74,N
0,0,0,1,2,3.48,3.1,1,4,4,N
1,0,0,1,8,13.09,61.11,6,10,11,Y
5,1,0,3,12,30.52,461.69,17,17,20,N
1,0,0,2,19,14.41,180.08,8,12,24,N
8,0,3,2,28,11.31,2682.48,6,14,42,N
5,0,0,4,17,21.49,345.06,14,14,24,N
4,0,7,2,18,36.76,324.9,22,15,32,N
2,0,0,2,13,28.55,228.4,12,9,17,N
4,0,0,1,12,41.22,171.52,13,9,19,N
1,0,0,1,8,27.35,24.31,9,6,11,N
5,0,2,1,21,21.15,169.22,13,13,30,Y
12,0,0,3,14,26,235.39,17,14,28,Y
2,0,8,1,13,16.07,53.14,7,9,25,N
17,0,1,10,61,46.22,1590.63,27,16,83,Y
5,0,1,4,49,51.68,1522.97,33,16,57,N
3,0,0,3,29,23.85,205.76,13,12,34,Y
24,0,17,14,109,50.59,7316.46,45,28,152,Y
1,0,1,2,8,12,4.17,3,5,10,N
0,0,0,1,2,13.54,15.24,3,9,4,N
5,0,0,1,16,31.73,308.82,17,15,24,N
4,0,2,5,38,34.33,166.15,15,10,46,N
5,1,0,3,26,33.02,208.31,16,11,34,N
5,0,11,2,30,43.45,139.25,21,11,46,Y
0,0,0,1,3,11.95,11.71,5,7,5,N
4,0,7,4,71,29.68,8215.69,17,15,84,N
10,0,17,6,40,40.7,747.43,22,16,69,N
1,0,0,1,4,8.27,35.17,4,10,9,N
1,0,0,2,14,18.13,548.39,12,16,17,N
1,0,9,1,5,19.93,7.87,6,4,17,N
5,0,0,3,21,26.75,136.94,15,12,28,N
1,0,0,4,18,12.71,502.1,6,16,21,N
1,0,0,1,2,15.95,5.54,5,5,5,N
33,0,40,11,217,34.07,22035.91,30,26,292,N
1,0,0,2,10,24.38,8.46,7,5,13,N
12,0,0,5,42,29.06,1551.39,22,22,56,N
2,0,0,18,62,56.28,1458.72,45,24,67,N
4,0,2,3,29,35.89,532.83,23,16,39,N
5,0,2,5,49,67.78,901.67,38,14,58,N
1,0,0,5,21,32.7,106.77,12,8,24,Y
4,0,0,1,10,24.59,65.22,11,8,14,N
3,1,0,4,30,33.7,469.79,22,17,36,N
3,0,0,1,8,12.14,246.7,8,17,13,N
1,0,0,2,7,13.93,62.67,8,12,10,N
2,0,23,1,37,32.8,1282.07,19,18,64,N
5,0,4,6,25,27.2,799.26,21,21,36,Y
3,0,0,2,11,14.89,40.54,6,12,16,N
9,0,7,8,70,53.46,2457.46,36,19,89,N
3,0,1,3,25,27.8,195.47,18,15,31,N
1,0,0,1,6,14.34,9.76,5,7,10,N
3,1,0,6,29,49.63,82.46,16,7,35,N
1,0,1,1,6,16.23,85.76,10,13,10,N
3,0,0,1,10,15.36,62.71,7,12,15,N
3,0,1,2,26,48.35,297.38,23,11,32,N
3,0,2,4,32,46.31,414.27,29,16,39,N
4,0,2,4,15,27.07,176.49,15,13,23,N
5,0,0,2,16,19.4,256.56,14,16,21,N
5,0,1,2,14,33.34,295.51,19,12,22,N
5,0,2,2,44,42.71,1069.01,49,32,53,N
3,0,0,3,13,18.25,60.13,10,11,18,N
0,0,0,1,4,7.78,19.22,3,8,6,N
1,0,0,2,8,9.52,61.68,5,9,11,N
6,1,20,16,26,40.31,787.3,24,15,55,N
14,0,0,1,26,19.95,1642.67,8,8,42,N
8,0,0,4,40,18.91,1822.2,17,24,48,Y
2,0,0,1,5,20.19,28.74,8,9,9,N
10,0,4,15,76,88.31,3237.45,56,21,93,Y
9,1,20,5,61,27.84,2474.94,22,22,93,N
2,0,0,3,13,17.29,116.21,9,11,17,Y
4,0,0,2,16,28.03,92.67,14,12,23,N
22,8,55,10,70,23.1,4190.89,21,25,157,Y
26,4,72,3,38,17.53,1343.74,14,20,142,Y
17,1,2,13,114,46.74,6261.17,34,21,137,N
2,0,0,2,16,24.38,76.18,12,10,18,N
0,0,0,1,2,16.61,5.77,6,5,4,N
16,7,18,6,35,51.44,643.06,26,13,79,Y
5,0,1,2,23,61.73,301.41,32,12,31,N
3,0,1,2,13,29.14,88.3,13,8,19,N
5,0,0,2,21,20.72,251.12,13,16,28,N
1,0,1,3,20,29.76,504.46,16,13,24,N
6,2,1,3,23,54.93,850.36,31,15,34,N
4,0,1,2,14,35.58,81.39,18,11,21,N
9,0,11,10,34,31.39,1128,23,18,56,N
1,2,0,2,18,20.69,713.54,12,13,23,N
4,0,2,2,10,24,27,8,8,18,N
3,0,0,2,24,20.14,219.35,13,13,30,N
1,0,0,2,18,32.9,150,17,11,21,N
1,0,0,1,4,15.36,10.46,5,7,7,N
6,0,1,4,34,18.36,768.32,9,13,43,Y
3,1,3,2,22,29.99,664.82,20,17,31,N
1,0,4,4,12,23.44,421.99,15,15,19,N
0,0,0,2,6,15.23,13.54,6,8,8,N
4,0,0,1,14,35.89,228.02,18,11,20,N
11,3,19,5,76,76.55,2454.54,64,25,109,N
1,0,0,2,9,19.46,21.89,7,7,12,N
2,0,0,1,6,15.57,31.13,5,6,10,N
0,0,0,2,5,21.15,23.21,9,8,7,Y
2,0,0,2,10,30.12,73.99,10,7,14,N
2,0,0,1,12,13.53,388.9,8,14,16,N
6,0,5,3,17,30.07,299.14,17,13,30,N
3,0,0,2,14,17.13,95.17,9,12,19,Y
10,3,1,5,35,32.88,616.69,24,21,54,N
1,0,0,1,4,22.34,17.45,8,6,7,N
15,10,2,4,34,31.93,1596.58,20,20,63,N
0,0,0,1,2,19.74,9.87,7,6,4,N
6,3,9,5,59,30.54,3378.06,25,23,79,Y
26,1,46,19,144,77.88,8611.11,58,25,219,Y
6,0,0,5,30,24.86,162.1,12,13,38,N
2,0,0,1,4,23.25,5.17,6,4,8,Y
1,0,0,1,8,25.35,127.09,11,11,13,N
3,6,4,2,51,48.27,1268.65,38,19,66,N
8,0,0,4,28,42.69,436.37,23,13,39,Y
36,0,24,1,46,515.21,138.85,79,4,108,Y
6,0,5,1,23,15.93,283.23,9,14,36,N
0,0,0,2,9,25.05,49.41,12,11,11,Y
11,0,27,1,85,24.26,4363.3,19,23,126,N
6,0,3,4,27,25.72,359.71,15,14,38,N
1,0,5,11,32,14.63,14444.44,12,20,38,N
3,0,0,1,17,33.87,452.12,15,15,23,N
4,0,0,3,21,27.05,248.45,14,12,25,N
3,0,0,4,16,25.68,113.71,14,10,21,N
7,1,0,6,18,28.85,552.76,21,20,28,N
1,0,0,3,12,23.39,83.95,13,11,15,N
12,0,1,13,98,64.59,6869.53,52,25,113,Y
1,0,0,1,6,12.55,11.15,4,8,10,N
9,0,0,1,28,22.52,1519.98,17,15,39,Y
3,0,0,1,11,28.13,39.07,9,6,18,N
10,0,3,4,37,40.82,1131.12,27,18,53,N
8,2,4,5,24,72.44,456.03,31,11,40,N
3,0,0,3,19,39.4,135.51,19,13,24,N
14,0,1,5,151,144.81,11794.52,76,15,168,Y
1,0,0,1,6,15.41,14.27,6,7,9,Y
4,0,0,2,12,23.96,90.59,10,11,18,Y
3,0,0,2,15,18.78,115.01,10,14,21,N
4,0,0,2,14,34.78,45.38,13,7,20,N
5,0,0,3,19,48.34,587.89,27,17,26,N
3,0,7,2,13,12,66.67,6,10,25,N
1,0,0,1,4,26.96,16.64,9,6,7,N
1,0,1,1,23,20.92,355.96,12,15,28,N
16,0,58,5,136,30.25,21104.01,29,25,212,N
0,0,0,1,0,0,0,0,0,9,N
3,0,0,2,26,33.95,986.79,24,18,31,N
2,1,17,12,62,36.91,2546.43,31,23,84,N
10,0,0,3,112,109.36,8149.33,60,15,124,Y
0,0,0,1,2,7.74,0.97,2,3,5,N
0,0,0,1,6,37.91,18.38,11,5,8,Y
3,0,0,2,24,26.88,648.06,18,15,29,N
3,0,1,3,22,16.4,335.92,10,16,28,N
3,0,1,7,47,31.19,2512.16,26,20,56,N
12,0,30,4,52,45.3,1858.81,34,22,96,Y
4,0,0,6,17,22.4,2409.71,19,22,23,N
3,0,2,1,14,15.86,285.4,10,12,22,N
6,0,0,2,55,58.51,2736.8,29,11,63,N
18,0,3,8,65,76.63,1777.95,47,17,88,N
5,0,7,12,40,46.32,3358.73,31,20,55,N
1,0,0,1,14,38.94,77.88,13,6,17,N
2,0,0,2,11,13.99,58.06,7,11,15,N
5,4,3,14,34,36.12,1247.93,24,19,50,N
6,0,6,7,26,31.84,312.24,14,12,41,N
1,0,1,4,21,18.98,170.81,11,10,25,N
30,0,1,22,173,80.11,10587.17,62,24,206,N
6,3,2,5,21,33.97,302.38,19,13,34,Y
3,0,0,1,9,38.75,41.39,13,6,14,N
0,0,0,1,2,12.18,6.09,4,6,4,N
0,0,0,1,4,17.64,10.89,6,5,6,N
3,0,5,2,21,22.07,313.82,12,12,31,N
2,0,0,1,15,18.69,76.01,9,11,21,N
4,1,6,6,39,34.17,373.43,20,17,53,N
31,0,30,11,95,35.52,5015.6,24,20,158,N
28,0,0,1,36,413.59,94.71,66,4,64,Y
1,0,5,3,9,31.85,26.23,10,7,17,N
2,0,0,2,15,13.11,161.18,8,17,20,N
3,0,0,2,14,49.68,65.2,18,7,19,N
6,1,2,2,17,20.34,199.88,10,14,27,N
3,0,2,4,19,31.23,209.91,18,12,26,N
1,0,0,2,17,27.53,86.02,12,9,20,N
1,0,0,2,11,35.6,40.05,10,5,14,N
19,2,11,25,179,69.93,18661.18,49,24,213,N
1,0,2,2,10,18.56,98.6,9,11,19,N
0,1,0,2,8,10.3,9.16,3,6,11,N
3,0,0,2,12,40.23,94.44,18,9,15,N
3,0,0,6,92,68.39,6345.83,53,19,97,N
1,2,0,7,21,29.95,2066.19,21,20,26,N
67,4,1,63,391,233.07,43621.22,167,27,466,Y
0,0,0,2,8,26.55,23.6,11,8,10,N
36,0,5,12,104,96.91,7705.9,69,23,147,N
11,0,0,11,44,53.5,697.73,28,13,57,N
0,0,0,2,6,12,4.17,3,5,8,N
3,0,6,2,15,22,254.24,13,15,30,N
1,0,0,2,8,30.68,52.28,13,6,12,N
16,0,0,6,68,46.28,2141.03,35,20,86,N
5,0,3,3,14,24.13,120.99,12,12,24,Y
2,0,0,6,23,16.63,1491.69,11,17,27,N
10,0,6,2,14,25.78,173.33,14,14,32,N
20,1,9,20,138,158.95,5667.22,117,24,168,Y
3,0,0,1,7,21.4,66.86,12,12,12,Y
7,2,0,3,26,54.29,392.45,27,11,37,N
0,0,0,2,3,10.75,9.56,4,8,6,N
1,0,0,2,10,14.41,18.45,5,6,13,N
2,0,2,1,25,53.74,146.28,18,7,31,N
3,0,0,2,37,30.69,145.27,13,12,42,N
2,0,1,4,18,25.9,89.65,14,13,23,N
0,0,0,1,2,0,0,0,3,4,N
2,0,0,4,23,32.29,252.03,17,13,27,Y
20,0,45,8,119,28.26,12599.61,28,29,186,Y
19,2,10,8,96,103.28,5454.93,66,22,130,Y
0,0,0,5,15,20.82,139.98,9,11,17,N
0,0,0,1,4,20.16,9.53,6,5,6,N
1,0,0,1,4,25.14,64.59,10,8,7,N
3,0,0,3,17,21.09,117.17,12,12,22,Y
2,0,0,2,12,27.12,67.2,14,11,16,N
4,3,5,2,18,20.83,166.65,14,14,30,N
18,1,13,6,65,49.72,3120.94,44,29,99,N
19,0,13,3,50,29.29,1866.94,23,19,89,N
1,0,0,2,9,14.78,62.87,8,14,12,N
9,0,2,6,38,35.86,441.19,17,11,51,Y
0,0,1,2,4,29.79,20.27,11,7,7,N
8,0,9,6,31,45.81,708.49,27,17,50,N
19,10,28,8,98,102.12,3176.11,84,25,155,N
5,0,4,2,46,54.61,1439,27,14,58,N
2,0,0,2,8,23.57,64.17,11,11,13,N
2,0,0,1,5,14.99,23.69,6,8,9,N
4,3,0,3,5,32.79,1666.87,16,22,14,N
8,0,6,6,50,47.26,1336.72,32,19,67,N
1,0,0,1,5,23.68,10.41,8,5,8,Y
6,0,1,3,17,14.61,496.43,11,16,28,N
0,0,0,2,4,18.13,18.5,7,6,6,N
1,0,0,3,19,23.43,504.49,16,14,22,N
2,0,0,1,7,54.22,63.42,17,6,11,N
0,0,0,1,5,12.8,12.55,5,7,7,N
1,0,0,3,8,17.48,58.74,9,10,11,N
4,0,0,1,13,13.53,169.06,4,5,19,N
5,0,4,5,40,52.72,907.34,30,16,55,N
3,0,0,1,10,16.14,79.09,9,13,13,N
9,0,22,2,35,20.94,1431.4,13,24,68,N
1,0,2,2,14,32.89,91.53,13,8,19,N
5,0,0,1,34,96.65,361.31,32,7,41,N
7,0,0,2,37,43.09,695.58,22,15,46,N
0,0,0,1,4,11.89,20.72,5,8,6,N
6,1,8,4,52,46.97,1541.73,39,24,69,N
3,1,7,3,12,26.16,193.49,13,12,26,N
4,0,0,2,13,22.42,183.38,15,14,19,N
1,0,0,1,5,12.6,31.11,6,10,8,N
10,1,1,4,30,48.65,258.39,27,12,44,Y
4,0,3,2,16,17.23,104.55,10,11,26,N
1,0,0,2,19,15.37,360.36,12,17,22,N
1,0,1,2,11,17.84,37.94,8,9,15,N
10,0,3,6,42,31.12,1988.38,23,24,57,N
3,0,2,1,17,13.51,376.58,10,14,26,N
1,0,0,5,28,27.87,446.16,19,15,31,N
24,3,0,8,66,71.43,2975.35,51,21,95,N
0,0,0,2,13,17.84,53.29,6,11,15,N
7,0,11,3,14,53.87,47.89,16,8,34,N
2,0,4,3,15,20.39,124.86,11,11,23,N
0,0,0,1,3,12.97,11.53,3,8,5,N
17,4,13,8,96,78.71,5540.7,63,23,133,N
0,0,0,1,4,21.67,3.9,5,3,6,N
2,0,0,1,16,19.25,96.5,11,11,18,N
3,0,0,1,27,15.66,565.78,10,15,32,N
12,2,1,6,33,53.49,858.76,37,17,50,N
46,0,56,4,102,89.13,4907.78,81,30,207,N
2,0,0,2,21,30.08,339.31,22,19,23,N
4,1,3,4,34,15.71,833.76,11,17,44,N
1,0,0,2,9,15.9,36.5,7,10,12,N
6,0,0,3,23,50.5,224.12,24,11,31,Y
1,0,0,1,19,104.37,139.73,22,4,22,Y
8,1,6,3,45,50.65,1300.83,32,16,62,N
29,0,0,9,91,70.01,2453.75,51,21,122,N
1,0,4,1,4,13.66,13.38,5,7,11,N
11,4,8,3,56,42.33,2622.74,33,19,88,Y
5,0,0,5,79,64.93,5753.98,49,19,84,N
1,11,7,6,48,58.93,1724.11,38,16,69,N
4,2,1,1,13,15.79,103.99,9,14,23,Y
5,0,9,2,13,34.55,91.39,15,9,29,Y
3,0,0,4,21,32.28,339.1,18,15,26,Y
0,0,1,1,6,12.69,34.54,6,7,7,N
4,0,0,9,35,28.89,498.2,21,20,41,N
4,0,1,2,12,34.73,60.52,15,8,19,Y
2,0,2,4,15,21.83,82.54,10,11,21,Y
3,0,0,3,14,20.59,109.84,10,14,17,N
5,0,0,4,32,47.68,1033.17,34,17,37,Y
4,0,0,2,17,28.63,61.75,13,9,23,Y
3,0,0,2,17,39.34,301.19,23,15,22,N
9,0,0,1,24,36.28,109.44,19,14,35,N
3,1,0,5,9,24.11,100.62,12,13,17,N
8,0,1,9,47,48.23,1528.54,26,18,58,N
5,0,6,2,17,36.12,137.11,15,8,30,N
8,0,0,2,33,48,688.94,27,14,43,N
0,0,0,1,5,15.75,14,4,4,7,N
6,0,2,4,23,23.43,1053.17,18,16,34,N
3,0,2,1,20,35.07,217.07,18,10,27,N
12,0,0,1,30,40.34,218.75,25,19,44,N
2,1,0,2,32,74.49,395.65,27,8,37,N
4,0,0,3,24,45.18,516.44,29,16,31,Y
1,0,0,1,8,13.46,65.15,6,8,11,N
3,0,0,5,27,34.73,189.13,15,9,32,N
1,0,0,4,9,30.26,99.48,13,8,12,N
16,0,13,6,82,60.13,2551.07,41,22,113,N
6,4,1,4,31,45.69,848.34,32,18,45,Y
5,0,0,2,14,23.96,128.3,11,12,21,N
2,0,8,5,18,22.28,308.48,14,17,30,Y
0,0,0,2,10,14.74,65.43,8,13,12,N
5,0,4,112,78,275.77,6399.86,81,11,89,N
1,0,0,1,11,21.38,80.86,12,11,14,N
0,0,0,1,7,9.98,44.93,5,10,9,N
3,0,0,1,6,13.19,46.88,5,10,11,N
2,0,0,2,10,21.02,45.21,9,8,14,N
1,0,0,2,7,30.81,41.25,11,6,10,N
18,0,7,13,94,115.83,5126.52,93,25,119,N
5,0,1,3,24,34.56,842.88,21,16,32,N
1,0,0,4,25,11.19,708.26,6,15,29,N
35,2,26,15,126,110.18,8910.25,78,24,191,N
5,0,12,2,19,26.68,372.68,14,12,44,N
0,0,0,1,2,0,0,0,2,4,N
6,0,0,7,43,33.5,816.96,21,20,51,Y
3,0,3,4,18,22.33,258.08,13,15,26,N
1,0,3,2,12,22.71,109.93,9,7,18,N
1,0,0,2,5,10.53,4.16,3,4,8,N
1,0,0,1,14,12,130.66,3,6,17,N
0,0,0,16,15,39.89,476.77,15,10,17,N
1,0,0,2,8,18.35,73.67,8,8,11,N
3,0,0,2,7,8.31,55.84,3,11,12,N
1,0,0,2,7,17.28,47.03,9,9,10,N
10,0,4,3,54,59.95,2149.98,43,23,70,Y
0,0,0,1,3,14.95,13.29,5,5,5,N
2,0,0,2,14,21.28,106.67,13,13,18,N
6,0,0,1,15,56.37,138.59,23,9,24,N
33,4,16,1,83,197.09,6925.05,84,13,138,N
5,0,0,1,18,42.49,227.55,22,12,23,N
1,1,0,2,7,16.92,25.9,6,7,11,N
16,0,1,5,145,145.12,11277.54,76,15,164,Y
4,0,10,4,15,24.5,144.76,16,15,29,N
6,0,3,3,14,34.89,148.38,20,14,25,N
0,0,0,1,5,10.75,14.94,4,8,7,N
6,0,18,20,59,48.07,2507.87,31,19,85,Y
4,0,0,3,11,26.19,126.74,12,14,17,N
3,0,1,1,5,21.11,17.44,7,6,11,N
13,0,0,4,52,50.18,2368.93,43,23,65,N
3,0,0,3,12,21.1,88.03,9,13,17,Y
17,0,21,11,68,60.46,2108.2,38,17,108,Y
5,5,2,3,17,49.12,317.78,24,14,32,N
3,0,0,4,14,24.38,325.35,15,15,19,N
6,0,0,2,24,36.5,643.33,24,15,32,N
74,10,27,38,424,127.89,65409.58,119,33,537,Y
1,0,0,3,15,29.25,63.48,12,10,18,N
0,0,0,1,5,14.4,7.2,4,6,7,Y
4,3,3,10,53,73.47,2066.37,29,9,65,N
15,0,3,5,54,26.61,3998.07,21,24,74,N
16,0,6,5,74,70.9,3349.66,56,23,98,N
5,0,2,4,25,53.22,647.02,29,13,35,N
0,0,5,3,6,21.25,89.92,11,12,13,N
3,0,0,2,12,11.96,270.83,8,17,17,N
10,0,31,11,53,21.37,15283.6,15,23,97,Y
3,2,0,1,84,24.21,11692.71,21,22,91,N
14,3,10,2,64,32,8829.17,30,28,93,N
1,1,0,4,24,22.91,367.76,14,14,28,N
4,0,0,1,20,13.87,283.16,9,15,27,Y
4,0,0,1,6,23.43,30.93,8,6,12,N
3,0,0,4,15,25.21,66.85,11,8,20,Y
7,0,2,4,33,23.22,975.69,18,22,45,N
2,0,2,2,7,10.75,21.51,4,8,13,N
12,2,1,3,20,59.98,109.38,24,11,35,N
2,0,0,3,38,21.25,1040.55,16,19,43,N
1,0,0,1,4,22,2.75,5,3,7,N
2,0,0,2,12,13.27,220.24,7,11,16,N
3,2,8,3,16,17.04,282.52,11,19,31,Y
6,1,4,3,18,45.42,349.06,21,13,31,Y
3,0,0,2,12,13.55,48.19,6,12,17,N
11,0,19,5,33,45.95,991.13,27,14,65,N
2,0,0,1,22,41.74,664.13,26,16,26,N
1,0,0,2,6,12.33,15.79,5,8,9,N
9,2,4,6,31,60.09,321.13,26,10,48,Y
2,0,0,1,8,11.62,126.49,6,12,12,N
1,0,0,1,5,38.07,12.18,10,4,8,N
1,0,0,2,6,13.34,100.84,6,14,9,N
1,0,0,11,25,32.4,762.07,21,16,28,N
2,0,0,3,17,43.62,196.28,20,10,21,N
1,0,0,2,10,26.82,42.14,11,9,13,N
9,0,2,17,71,48.7,2236.22,36,23,85,Y
2,0,0,1,6,14.93,34.29,7,9,11,N
4,0,0,2,13,28.72,102.88,17,13,19,N
16,1,7,11,118,93,6209.05,57,19,148,Y
0,0,1,1,14,23.59,249.58,10,12,17,N
10,0,0,16,94,74.07,6538.24,54,21,109,N
18,3,4,10,107,66.17,6453.47,64,31,134,Y
5,0,11,5,37,39.42,1036,24,18,55,N
3,0,6,2,29,28.91,441.43,19,18,41,N
17,0,0,19,117,88.85,9171.78,76,26,137,Y
5,0,4,3,30,37.33,812.16,26,21,41,Y
3,0,0,6,34,27.41,1029.22,23,23,39,Y
1,0,2,1,3,20.93,12.92,6,4,10,N
0,0,0,1,5,10.58,30.46,5,9,5,N
13,0,29,8,96,44.07,3589.13,33,19,145,N
3,0,1,3,15,29.4,78.29,13,10,21,N
1,0,0,1,5,10.44,7.11,3,7,6,N
3,1,0,1,17,27.54,156.84,16,12,23,Y
1,0,0,2,6,9.83,22.37,5,8,9,N
0,0,0,2,6,14.8,22.67,6,7,8,N
4,0,0,2,9,13.71,33.84,6,8,15,N
1,0,0,4,19,46.27,50.52,15,7,22,N
26,0,0,1,112,218.15,4608.35,94,13,140,N
1,0,0,2,12,19.46,40.38,9,10,13,N
13,1,13,7,80,34.82,8425.27,23,23,109,N
14,8,12,128,286,98.69,57788.61,55,23,324,Y
4,0,0,2,12,25.77,97.45,12,11,18,N
2,0,0,1,9,16.98,70.86,9,13,13,N
8,0,0,4,55,66.29,2435.25,42,16,65,N
5,0,0,2,33,57.2,418.67,23,12,40,Y
1,0,0,9,20,30.91,581.33,20,16,23,N
1,0,2,7,11,26.82,137.74,13,10,16,N
14,1,0,4,48,12.31,2188.61,7,11,66,N
7,0,1,2,34,49.46,676.36,29,14,44,N
3,0,0,3,15,17.31,316,12,15,20,N
3,0,8,1,11,33.72,35.67,11,6,24,N
1,0,2,1,4,14.8,10.07,6,7,10,N
10,0,1,2,25,59.97,564.29,34,15,38,Y
12,0,13,2,22,40.4,184.83,20,11,49,N
3,0,0,2,16,19.57,163.14,12,14,21,N
5,3,9,7,46,54.87,2743.49,38,20,65,N
1,0,0,4,35,45.1,791.55,20,9,38,N
2,0,5,1,23,13.18,471.49,8,14,32,N
4,4,1,3,16,31.22,190.23,18,13,27,Y
4,0,0,1,10,12.82,311.18,5,11,16,N
15,0,44,6,55,53.3,1653.27,39,19,116,Y
0,0,0,1,0,9.88,15.14,4,7,2,N
1,0,0,3,11,30.05,57.06,13,8,14,N
3,0,0,2,19,69.46,182.38,32,11,24,N
1,0,0,3,10,16.21,48.16,8,9,13,N
3,0,2,1,7,10.26,36.46,5,10,14,Y
3,0,3,2,25,17.54,478.32,13,16,33,N
0,0,0,1,4,9.83,2.18,3,4,4,N
3,0,0,3,10,30.59,70.95,13,8,15,Y
1,0,0,2,7,11.89,44.96,6,11,10,N
3,0,0,2,7,35.1,83.97,16,10,12,Y
12,0,10,1,42,69.45,1210.65,42,16,68,N
0,0,0,2,4,17.99,6.25,6,5,6,N
1,0,0,3,9,15.74,90.97,10,12,12,N
4,0,4,2,11,31.27,58.16,14,9,21,N
1,0,0,1,4,14.99,7.5,5,6,7,N
5,0,1,3,23,23.59,877.59,16,18,31,N
4,0,4,4,11,34.29,150.72,19,13,21,N
1,0,0,2,9,23.27,167.28,12,13,12,N
11,2,8,6,20,33.61,234.25,20,14,43,N
0,0,1,1,4,14.88,22.79,6,9,5,N
2,0,0,3,21,34.85,108.89,14,10,26,Y
3,0,1,1,15,20.36,138.92,12,14,22,N
4,0,3,2,25,11.17,2621.34,8,20,34,N
1,1,1,4,26,46.75,495.48,32,17,31,N
10,2,2,6,38,34.74,683.03,24,21,54,Y
2,0,0,2,12,21.06,40.04,10,9,14,N
2,0,0,5,24,23.73,1960.24,17,19,28,Y
4,0,0,1,9,11.12,139,6,12,15,N
10,0,3,1,70,193.93,1171.17,61,8,85,N
2,0,3,1,6,10.51,57.2,5,11,14,N
16,6,0,12,70,56.62,3505.76,39,21,94,N
2,0,0,2,8,18.5,38.55,8,7,12,N
3,0,0,2,11,25.6,188.1,15,15,16,N
0,0,0,1,5,19.92,22.41,6,6,7,N
2,0,1,2,12,13.01,260.99,9,18,17,N
4,0,0,1,32,19.2,719.24,15,19,38,N
2,0,0,1,16,15.66,266.51,7,7,20,N
5,0,1,3,29,38.47,620.38,27,20,37,N
4,0,0,3,18,39.53,54.9,14,7,24,N
6,0,0,1,16,66.59,133.18,20,6,24,N
4,0,1,1,16,25.27,231.24,12,14,24,N
4,0,0,1,20,37.2,224.43,19,11,26,Y
9,0,0,7,62,72.8,1830.28,33,12,73,Y
2,0,0,2,17,38.07,102.01,18,10,21,N
1,0,0,1,5,22.94,31.86,9,10,11,N
0,0,0,2,7,12.69,27.98,5,9,9,N
12,1,11,1,23,58.18,1229.03,34,17,50,N
3,0,0,1,7,20,57.95,9,10,14,Y
1,0,0,3,4,13.16,47.97,5,9,7,N
12,0,16,5,31,56.49,150.92,23,11,61,N
5,0,0,2,17,29.91,183.19,16,14,25,N
1,0,0,4,15,17.55,241.92,8,14,18,N
0,0,0,2,10,35.16,17.58,9,6,12,N
1,0,0,2,8,8.96,31.87,4,8,12,N
2,0,6,3,19,27.86,658.5,16,15,29,N
5,0,1,5,23,28.28,556.38,22,18,32,N
2,0,0,2,11,29.35,267.12,15,12,15,N
1,0,0,3,17,31.89,225.79,19,13,20,N
2,0,0,1,4,17.79,8.41,6,5,8,Y
2,0,0,3,8,27.15,104.24,16,14,12,Y
5,0,0,19,84,49.65,4865.74,42,24,91,N
3,2,0,4,29,22.67,244.34,14,15,37,Y
5,0,1,1,13,48.39,79.48,16,6,21,N
12,0,1,5,49,56.03,705.73,35,17,64,N
0,1,0,2,10,14.06,78.14,5,10,13,N
4,0,0,1,32,19.4,726.57,15,19,38,N
17,0,8,15,113,62.96,9246.1,53,25,140,Y
2,0,0,2,11,15.29,34.97,6,11,15,N
2,0,0,7,54,62.82,1571.89,47,21,59,N
0,0,0,2,12,21.95,51.53,11,11,14,N
20,0,12,11,109,82.71,7092.72,59,19,143,N
3,0,0,2,11,13.09,241.26,7,17,16,N
7,0,0,2,11,23.79,46.14,11,10,20,N
1,0,0,1,3,13.2,4.58,4,4,6,N
3,0,2,2,14,16.21,270.7,9,12,21,N
0,0,0,2,8,14.65,33.51,6,11,10,N
1,0,0,1,9,14.12,72.69,8,11,12,N
1,0,0,1,4,24.38,8.46,7,5,7,N
10,0,1,4,58,36.1,2691.22,38,29,72,N
7,0,9,5,42,61.34,645.64,34,13,60,N
